item_id,name,category_name,description,taxonomy_levels,search_key,images
e7c133fa-bb37-438a-946a-91e0697eeae8,Refrigerantes,bebidas,Lata,"['BEBIDAS', 'REFRIGERANTES', 'OUTROS']",Refrigerantes bebidas Lata BEBIDAS REFRIGERANTES OUTROS,[]
c417a81d-a42c-4b2b-9396-78869c1917b5,Marmitex De Filé De Tilápia - Embalagem Redonda,Mais vendidos!,"Marmitex de filé de tilápia, arroz , feijão, batata frita, purê de batata, filé de tilápia.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PEIXES_FRUTOS_DO_MAR']","Marmitex De Filé De Tilápia - Embalagem Redonda Mais vendidos! Marmitex de filé de tilápia, arroz , feijão, batata frita, purê de batata, filé de tilápia. ALIMENTOS_PREPARADOS PRATOS PEIXES_FRUTOS_DO_MAR",['https://static.ifood-static.com.br/image/upload/t_low/pratos/220be6c0-399e-442d-905f-281817d73793/202308141838_oh0I_.jpeg']
0b4dbd00-949b-45f9-b602-2005cd4f75f7,Diclofenaco Dietilamônio Gel de Uso Dermatológico Cimed Bisnaga com 60g,Medicamentos,Caixa 60g,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Diclofenaco Dietilamônio Gel de Uso Dermatológico Cimed Bisnaga com 60g Medicamentos Caixa 60g SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202503061821_apk85kflfm.png']
e3e037d3-da90-40f7-93eb-fe3c59ba3217,Bola De Futebol De Campo Penalty Bravo Xxiv Vermelha,Esportes,,"['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']",Bola De Futebol De Campo Penalty Bravo Xxiv Vermelha Esportes ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407311704_uib8nant8wb.jpeg']
28e72197-539f-4340-8c25-a3b6b28f5847,Refrigerantes lata,Bebidas,,"['BEBIDAS', 'REFRIGERANTES', 'OUTROS']",Refrigerantes lata Bebidas BEBIDAS REFRIGERANTES OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/f30aac45-42a9-4534-8b95-9109848d2eec/202205271657_8H11_i.jpg']
b8c329c3-075f-4376-904e-d68b71b4d800,Ultra Belga - Banana com doce de Leite,Ultra Belga,Duas deliciosas massas de Bruxelas com Doce de leite e Banana,"['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'TORTAS']",Ultra Belga - Banana com doce de Leite Ultra Belga Duas deliciosas massas de Bruxelas com Doce de leite e Banana ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES TORTAS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/60743942-2cd2-4c1a-be7c-038a5c780a2f/202208141900_20O8_i.jpg']
ae35b79b-e632-4da0-b796-8b6951ba3d6f,Carne + molho + salada,Monte seu prato,"Escolha 1 carne, 1 molho pra a carne e 1 tipo de salada.
Obs.: As parmegianas ja vem com molho sugo.
Os produtos quentes são embalados separadamente dos produtos frios.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PARMEGIANAS']","Carne + molho + salada Monte seu prato Escolha 1 carne, 1 molho pra a carne e 1 tipo de salada.
Obs.: As parmegianas ja vem com molho sugo.
Os produtos quentes são embalados separadamente dos produtos frios. ALIMENTOS_PREPARADOS PRATOS PARMEGIANAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/22716e74-cb00-48dc-8ab3-d906410e7b65/202304051006_1XNA_i.jpg']
6cf0164c-5cd2-4f2f-90fb-c10f2101e829,Queijo Mussarela Fatiado Président 150g,Frios e Laticínios,Embalagem 150g,"['FRIOS_LATICINIOS', 'QUEIJOS', 'QUEIJO_MOZZARELLA']",Queijo Mussarela Fatiado Président 150g Frios e Laticínios Embalagem 150g FRIOS_LATICINIOS QUEIJOS QUEIJO_MOZZARELLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202305171016_nms3g12dbwj.jpg']
324adf40-9b92-44c9-a2da-a811feaf9855,Compartilho com você <3,Combos Promocionais,"Dois dos nossos brownies queridinhos, sendo um de brigadeiro e um de Ninho com Nutella.","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BROWNIES']","Compartilho com você <3 Combos Promocionais Dois dos nossos brownies queridinhos, sendo um de brigadeiro e um de Ninho com Nutella. ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BROWNIES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/22d56b0f-9b16-457b-b928-ef8907cf1d47/202205311011_W3H6_i.jpg']
191d9860-dbf1-4fea-92e6-a7bbc22dcab8,Niguiri Salmão Ovas,Niguiri (4 unidades),"Bolinho de arroz retangular com cobertura de salmão maçaricado, cream cheese e ovas (4 unidades)","['ALIMENTOS_PREPARADOS', 'PRATOS', 'SUSHIS_SASHIMIS_TEMAKIS']","Niguiri Salmão Ovas Niguiri (4 unidades) Bolinho de arroz retangular com cobertura de salmão maçaricado, cream cheese e ovas (4 unidades) ALIMENTOS_PREPARADOS PRATOS SUSHIS_SASHIMIS_TEMAKIS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/80c23a39-c779-4be7-bb04-34e067015af3/202311291052_4Y14_i.jpg']
c422a25b-eae6-4dbe-bfde-0b3c1e3f65c4,X-Burguer,Lanche Tradicional (Novidade),"Lanche X- Burguer
- Pão
- Hambúrguer artesanal (150g)
- Queijo prato
- Maionese da casa","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","X-Burguer Lanche Tradicional (Novidade) Lanche X- Burguer
- Pão
- Hambúrguer artesanal (150g)
- Queijo prato
- Maionese da casa ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/236f5037-c286-4deb-89d1-ce2e39644d17/202408021016_IO7G_i.jpg']
fccaa3e2-eb10-4a10-892e-e519f7549b9e,Brócolis com queijo + Coca Cola Original 350ml,Combo Coca Cola,"(Unidade-100gr)
Saboroso refogado de brócolis com alho queijo mussarela.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'OUTROS']","Brócolis com queijo + Coca Cola Original 350ml Combo Coca Cola (Unidade-100gr)
Saboroso refogado de brócolis com alho queijo mussarela. ALIMENTOS_PREPARADOS PRATOS OUTROS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/237941af-d1b3-49ea-8f61-8f76ec2f11cf/202503211228_tk6e2hbb6g.png']
b2000705-5f04-4de9-8525-c8c98227d021,Pizza : 4 queijos / Frango com Catupiry + Refri 2l,Pizza : Os mais pedidos com refri 2l,Pizza : ( 8 fatias ) 4 queijos e meia frango com Catupiry + borda cortesia + Refri 2l,"['ALIMENTOS_PREPARADOS', 'PIZZAS', 'PIZZAS']",Pizza : 4 queijos / Frango com Catupiry + Refri 2l Pizza : Os mais pedidos com refri 2l Pizza : ( 8 fatias ) 4 queijos e meia frango com Catupiry + borda cortesia + Refri 2l ALIMENTOS_PREPARADOS PIZZAS PIZZAS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/23f59b93-c93f-46a0-9f0d-72bd3bc8a0e1/202408151628_KELD_i.jpg']
949db8c6-f3b7-43a0-aa13-046efcecc729,Feijoada (marmitex media),Marmitex,"Apresentamos a 'Feijoada (Marmitex Média)', um prato principal na categoria 'Marmitex'. Esta maravilhosa opção é composta por uma farta feijoada, feita com carnes selecionadas e feijão de primeira qualidade. Ela é generosamente acompanhada por um arroz branquinho e soltinho, uma farofa crocante e saborosa, um vinagrete fresco e equilibrado, bem como uma couve refogada deliciosamente temperada. Uma refeição completa e saborosa, preparada com todo o carinho e dedicação para você se deliciar!","['ALIMENTOS_PREPARADOS', 'PRATOS', 'FEIJOADAS']","Feijoada (marmitex media) Marmitex Apresentamos a 'Feijoada (Marmitex Média)', um prato principal na categoria 'Marmitex'. Esta maravilhosa opção é composta por uma farta feijoada, feita com carnes selecionadas e feijão de primeira qualidade. Ela é generosamente acompanhada por um arroz branquinho e soltinho, uma farofa crocante e saborosa, um vinagrete fresco e equilibrado, bem como uma couve refogada deliciosamente temperada. Uma refeição completa e saborosa, preparada com todo o carinho e dedicação para você se deliciar! ALIMENTOS_PREPARADOS PRATOS FEIJOADAS",[]
1cdbf13f-34c4-4d71-aed6-379b228bdcc5,Q! Stpetaculo,Donuts Gourmet,"Delicio Donuts envolto numa casquinha fininha de açúcar, recheado com creme pâtisserie e morango frescos em lascas. Um espetáculo de sabor!","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'OUTROS']","Q! Stpetaculo Donuts Gourmet Delicio Donuts envolto numa casquinha fininha de açúcar, recheado com creme pâtisserie e morango frescos em lascas. Um espetáculo de sabor! ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES OUTROS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/80dab21e-f917-47d1-a9a2-9a625635cc80/202501100646_S032_i.jpg']
3bde8951-9883-4cd8-a664-099218f8977a,Coca-Cola Sem Açúcar 500ml,Bebidas,Bebida gelada na medida certa para matar sua sede. Refrescante Coca-Cola Sem Açúcar 500ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Coca-Cola Sem Açúcar 500ml Bebidas Bebida gelada na medida certa para matar sua sede. Refrescante Coca-Cola Sem Açúcar 500ml BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/25bd84b2-593d-4dac-be02-49e5ad1ad729/202411120756_n2hgy8rptdr.png']
c21c3867-af71-4999-bae9-06f3dacb0193,McOferta Média Mcfiesta,Mcofertas,"Pão sem gergelim, hambúrguer de carne 100% bovina, alface, tomate e molho do Cbo (o saboroso molho emulsionado com especiarias e derivados lácteos), acompanhamento e bebida","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","McOferta Média Mcfiesta Mcofertas Pão sem gergelim, hambúrguer de carne 100% bovina, alface, tomate e molho do Cbo (o saboroso molho emulsionado com especiarias e derivados lácteos), acompanhamento e bebida ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/25bd84b2-593d-4dac-be02-49e5ad1ad729/202411120753_j1w20dn2j8.png']
1d44565f-8a19-4e1e-a4f6-d568c86c4b69,suco de caja,Suco Naturais,polpa,"['BEBIDAS', 'SUCOS_VITAMINAS_SMOOTHIES', 'SUCOS_VITAMINAS_SMOOTHIES']",suco de caja Suco Naturais polpa BEBIDAS SUCOS_VITAMINAS_SMOOTHIES SUCOS_VITAMINAS_SMOOTHIES,[]
b33cba8f-ae22-4fe8-a340-abcfdc02579d,Osam Bulgogui,Para Compartilhar,"Lula, panceta e legumes refogados ao molho Apimentado tradicional coreano.
Acompanha 2 porções de arroz oriental e cinco complementos do Dia.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PEIXES_FRUTOS_DO_MAR']","Osam Bulgogui Para Compartilhar Lula, panceta e legumes refogados ao molho Apimentado tradicional coreano.
Acompanha 2 porções de arroz oriental e cinco complementos do Dia. ALIMENTOS_PREPARADOS PRATOS PEIXES_FRUTOS_DO_MAR",['https://static.ifood-static.com.br/image/upload/t_low/pratos/26141780-6277-4636-a16f-46343a7a8684/202502081109_VL4H_i.jpg']
a5267da1-832a-48d5-b6a2-9ee23aa0ed26,Hoje Tem Grandeza,Smash Burguer,"Pra quem sabe que tamanho importa: 180g do blend Htb, distribuídos em três smash burgers suculentos de 60g cada, empilhados com generosas camadas de cheddar derretido, bacon crocante e o nosso molho secreto, que transforma qualquer lanche em uma experiência inesquecível. Tudo isso no macio pão Brioche, porque grandeza é sentir o poder de cada mordida.

Acompanha uma porção extra da nossa famosa maionese artesanal, feita com a receita especial da casa.","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","Hoje Tem Grandeza Smash Burguer Pra quem sabe que tamanho importa: 180g do blend Htb, distribuídos em três smash burgers suculentos de 60g cada, empilhados com generosas camadas de cheddar derretido, bacon crocante e o nosso molho secreto, que transforma qualquer lanche em uma experiência inesquecível. Tudo isso no macio pão Brioche, porque grandeza é sentir o poder de cada mordida.

Acompanha uma porção extra da nossa famosa maionese artesanal, feita com a receita especial da casa. ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/262ac181-85e4-4ab6-bb88-19292dbcecd3/202205281738_K020_i.jpg']
1ed41040-e36b-4b27-98cf-95d3e8ddcc82,Yakisoba de Frango,Pratos Quentes,"Macarrão perfeitamente cozido, misturado com suculentas fatias de peito de frango, garantindo uma explosão de sabor a cada mordida. Uma variedade de legumes frescos e crocantes, incluindo repolho, brócolis, acelga, couve-flor e cenoura, acrescentam uma nota saudável e vibrante ao prato. Por fim, nosso molho de yakisoba da casa, segredinho de nossa cozinha, envolve cada ingrediente, proporcionando uma experiência culinária verdadeiramente inesquecível.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'YAKISSOBA_LAMENS']","Yakisoba de Frango Pratos Quentes Macarrão perfeitamente cozido, misturado com suculentas fatias de peito de frango, garantindo uma explosão de sabor a cada mordida. Uma variedade de legumes frescos e crocantes, incluindo repolho, brócolis, acelga, couve-flor e cenoura, acrescentam uma nota saudável e vibrante ao prato. Por fim, nosso molho de yakisoba da casa, segredinho de nossa cozinha, envolve cada ingrediente, proporcionando uma experiência culinária verdadeiramente inesquecível. ALIMENTOS_PREPARADOS PRATOS YAKISSOBA_LAMENS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/3f759e9f-13ca-4e5f-bbd3-6cb52825a9e5/202410160419_8742_i.jpg']
278c79a3-a788-46d3-8a85-ad86ada4e381,Frango Catupiry  ( 8 Pedaços ) *,Sugestão do Chef,"Descubra a irresistível combinação de suculentos pedaços de frango desfiado e o cremoso Catupiry nesta nossa oferta especial. Esta deliciosa pizza de Frango com Catupiry, preparada com uma generosa camada de queijo mussarela derretido, promete um sabor autêntico e inesquecível. Composta por oito pedaços generosos e recheados até a borda, esta pizza é a escolha perfeita para uma refeição saborosa e satisfatória. Aproveite nossa promoção e experimente a riqueza dos ingredientes neste clássico da culinária brasileira.","['ALIMENTOS_PREPARADOS', 'PIZZAS', 'PIZZAS']","Frango Catupiry  ( 8 Pedaços ) * Sugestão do Chef Descubra a irresistível combinação de suculentos pedaços de frango desfiado e o cremoso Catupiry nesta nossa oferta especial. Esta deliciosa pizza de Frango com Catupiry, preparada com uma generosa camada de queijo mussarela derretido, promete um sabor autêntico e inesquecível. Composta por oito pedaços generosos e recheados até a borda, esta pizza é a escolha perfeita para uma refeição saborosa e satisfatória. Aproveite nossa promoção e experimente a riqueza dos ingredientes neste clássico da culinária brasileira. ALIMENTOS_PREPARADOS PIZZAS PIZZAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/2683561b-0d5f-442e-9114-793af16e207a/202312112017_JED1_i.jpg']
4aacfdc1-732f-4ee3-bf74-a1a77ffe4df9,Dadinho de Tapioca,Entradas Tradicionais,"Acompanha geleia de pimenta artesanal.

8 unidades","['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'OUTROS']","Dadinho de Tapioca Entradas Tradicionais Acompanha geleia de pimenta artesanal.

8 unidades ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS OUTROS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/26ec9851-a924-4ef3-b324-5bc667a97d7b/202207201946_72C5_i.jpg']
8cdc6e60-0e32-4efb-832b-32b2780ed43b,Bolo de Chocolate com Exagero de Brigadeiro Pequeno,Irresistíveis,"Bolo de chocolate e cobertura com exagero de brigadeiro e granulado, preenche com delicadeza o centro e topo do bolo.

Serve 8 fatias.","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']","Bolo de Chocolate com Exagero de Brigadeiro Pequeno Irresistíveis Bolo de chocolate e cobertura com exagero de brigadeiro e granulado, preenche com delicadeza o centro e topo do bolo.

Serve 8 fatias. ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/3b446c80-147d-4e5e-969f-ca81688cad17/202212020846_7311_i.jpg']
afa7fb3b-f9b1-4a01-bf05-3d99b1637eba,Molho Tartáro,Molho / Maionese Extra,,"['ALIMENTOS_PREPARADOS', 'PRATOS', 'PEIXES_FRUTOS_DO_MAR']",Molho Tartáro Molho / Maionese Extra ALIMENTOS_PREPARADOS PRATOS PEIXES_FRUTOS_DO_MAR,['https://static.ifood-static.com.br/image/upload/t_low/pratos/27130a53-5005-4b7e-b1d7-1575714c665e/202501241441_H55J_i.jpg']
de57a332-c07e-4d45-a7c9-b371119fa1e1,Coca-Cola Original 600ml,Refri Lata,Garrafa 600ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Coca-Cola Original 600ml Refri Lata Garrafa 600ml BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192312_epmc5if47z.jpg']
8b146489-ecd3-3e64-af7f-d6ce30f63df3,MEDIA (8 PEDAÇOS),Pizzas 8 Pedaços,,"['ALIMENTOS_PREPARADOS', 'PIZZAS', 'PIZZAS']",MEDIA (8 PEDAÇOS) Pizzas 8 Pedaços ALIMENTOS_PREPARADOS PIZZAS PIZZAS,[]
46c8dc48-efe1-4971-ab9f-b92692cd4150,Contra filé acebolado  ( meia ),Porções,"Contra filé , cebola e vinagrete","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_BOVINOS']","Contra filé acebolado  ( meia ) Porções Contra filé , cebola e vinagrete ALIMENTOS_PREPARADOS PRATOS CORTES_BOVINOS",[]
a28758ea-dd5a-4f3a-b820-f134368738c3,Chocolate Ao Leite com Avelãs Garoto Talento 25g,Conveniência,Embalagem 25g,"['BOMBONIERE', 'CHOCOLATES', 'BARRAS']",Chocolate Ao Leite com Avelãs Garoto Talento 25g Conveniência Embalagem 25g BOMBONIERE CHOCOLATES BARRAS,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201138_ccvuhn6nec5.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201138_695v307u7pk.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201138_dz2n5gqj19k.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201138_eq1g1apt6m8.jpeg']"
ab1f7512-2013-48b0-9857-44769172c517,X tudao,Lanches,"Pao de hambúrguer, presunto, queijo, ovo, bacon, calabresa fatiada, cheddar, alface e tomate","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","X tudao Lanches Pao de hambúrguer, presunto, queijo, ovo, bacon, calabresa fatiada, cheddar, alface e tomate ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",[]
8cfdac37-8276-4091-851a-081aa180728d,Costelinha Suína Acebolada com Fritas - Marmita Pequena,Marmitas de Suínos,"A Costelinha Suína Acebolada com Fritas  é cuidadosamente preparada, resultando em uma carne macia e saborosa. O prato é realçado ainda mais com deliciosas fritas crocantes, arroz soltinho, feijão caseiro, macarrão e uma farofa especial, trazendo uma combinação equilibrada e saborosa. Para finalizar, uma  saladinha verde. Ideal para quem busca uma refeição completa e deliciosa.
#Marmita #Marmitex","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_SUINOS']","Costelinha Suína Acebolada com Fritas - Marmita Pequena Marmitas de Suínos A Costelinha Suína Acebolada com Fritas  é cuidadosamente preparada, resultando em uma carne macia e saborosa. O prato é realçado ainda mais com deliciosas fritas crocantes, arroz soltinho, feijão caseiro, macarrão e uma farofa especial, trazendo uma combinação equilibrada e saborosa. Para finalizar, uma  saladinha verde. Ideal para quem busca uma refeição completa e deliciosa.
#Marmita #Marmitex ALIMENTOS_PREPARADOS PRATOS CORTES_SUINOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/28592844-cd42-45a7-88c3-afba67dba1ec/202501152107_DJ5Q_i.jpg']
02d33425-2462-494f-be71-dd2c872222b4,Tecta com 60 Comprimidos 40mg,Medicamentos,Unidade 60cpr,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Tecta com 60 Comprimidos 40mg Medicamentos Unidade 60cpr SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190027_4q1dlvkzagp.jpg']
240324ce-78d7-4398-9690-eb6959d9e62c,Prednisona 5mg Medley Caixa 20 Comprimidos,Medicamentos,,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Prednisona 5mg Medley Caixa 20 Comprimidos Medicamentos SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202403011049_rxf38987pgp.png']
3e747573-beb2-4ac0-9f9f-72f25bf04923,"Esparadrapo Impermeável Bege 1,2cmx4,5m Needs",Primeiros Socorros,Unidade 1un,"['SAUDE_E_BEM_ESTAR', 'PRIMEIROS_SOCORROS', 'CURATIVOS']","Esparadrapo Impermeável Bege 1,2cmx4,5m Needs Primeiros Socorros Unidade 1un SAUDE_E_BEM_ESTAR PRIMEIROS_SOCORROS CURATIVOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202504070931_dhqlwgnjcwn.png']
55347575-90a0-46dd-a41b-616c3d54ac95,Fini Coracao Citrico Zero 35g,Conveniência,,"['BOMBONIERE', 'BALAS_GOMAS', 'OUTROS']",Fini Coracao Citrico Zero 35g Conveniência BOMBONIERE BALAS_GOMAS OUTROS,[]
7982ebec-a2bd-4226-b44a-38c295419c2e,Resfenol Envelope com 10 Cápsulas,Medicamentos,Caixa 10cps,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Resfenol Envelope com 10 Cápsulas Medicamentos Caixa 10cps SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190025_qkhd9ogj5h.jpg']
94d25730-6cfc-421c-9e67-96ec16f5d887,Sabonete Líquido Dermotivin Original 300ml,Higiene e Beleza,Unidade 300ml,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_PESSOAL', 'SABONETES']",Sabonete Líquido Dermotivin Original 300ml Higiene e Beleza Unidade 300ml BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_PESSOAL SABONETES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192228_mde93sds3xp.jpg']
a8c48c30-6d9b-4695-843c-059cd5fb26c7,"Esmalte Diamond Gel Cha Branco Risqué 9,5ml",Higiene e Beleza,"Embalagem 9,5ml","['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'ESMALTERIA', 'ESMALTES_BASES']","Esmalte Diamond Gel Cha Branco Risqué 9,5ml Higiene e Beleza Embalagem 9,5ml BELEZA_ESTETICA_HIGIENE_PESSOAL ESMALTERIA ESMALTES_BASES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202307241518_yl18zhv72b.jpg']
dc2c514d-5bd9-4ace-8c78-7dea8bf7fb54,Fórmula Infantil Nanlac Supreme Pro Lata 800g,Mamãe e Bebê,Lata 800g,"['BEBE', 'NUTRICAO_INFANTIL', 'FORMULA_INFANTIL']",Fórmula Infantil Nanlac Supreme Pro Lata 800g Mamãe e Bebê Lata 800g BEBE NUTRICAO_INFANTIL FORMULA_INFANTIL,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402261801_crzprixf93t.jpeg']
fb5eb3a8-c047-4cc9-a0c7-c111202220bb,"Decadron 0,5mg/5ml Aché Caixa com 1 Frasco com 120ml de Elixir + Copo Dosador",Medicamentos,Caixa 120ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']","Decadron 0,5mg/5ml Aché Caixa com 1 Frasco com 120ml de Elixir + Copo Dosador Medicamentos Caixa 120ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202307251652_91sg3ye665r.jpg']
e1753902-4a59-4638-a935-c1e0f9deb76d,Frango a Parmegiana,Marmitex,"Delicioso file de frango empanado coberto com queijo mussarela e molho tomate. Arroz, feijão e 2 acompanhamentos da sua escolha.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PARMEGIANAS']","Frango a Parmegiana Marmitex Delicioso file de frango empanado coberto com queijo mussarela e molho tomate. Arroz, feijão e 2 acompanhamentos da sua escolha. ALIMENTOS_PREPARADOS PRATOS PARMEGIANAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/289ec7f5-c729-4400-a93f-d96b3d1b5f7b/202206131050_Q1V1_d.jpg']
e7b263ed-d742-43dd-946b-f69305a4352c,Frangolino Explosion,H A M B U R G U E S A - Porção,Deliciosa porção de Nuggets de frango ( peito + sobrecoxa ) contém 10 unidades,"['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'OUTROS']",Frangolino Explosion H A M B U R G U E S A - Porção Deliciosa porção de Nuggets de frango ( peito + sobrecoxa ) contém 10 unidades ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/29125784-020d-4401-ae6c-f67ff32e7a28/202206071755_TT7O_i.jpg']
7dc709fd-d92b-4d20-86ca-0727aa9a1749,Spaghetti  ao molho italiana,Sugestão do Chef ***,"Com molho ao sugo, molho napolitano e cubos de mignon","['ALIMENTOS_PREPARADOS', 'PRATOS', 'MASSAS']","Spaghetti  ao molho italiana Sugestão do Chef *** Com molho ao sugo, molho napolitano e cubos de mignon ALIMENTOS_PREPARADOS PRATOS MASSAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/293c8826-3dc3-49fc-924d-b5fbea2585cf/202007060903_Rg1k_i.jpg']
004cb606-c73d-4d19-a2e4-3ee6b419ec94,Burgers 380,Lanches 380 Padaria,Lanche Top que você procura? Veja as delícias que podemos preparar para você!,"['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']",Burgers 380 Lanches 380 Padaria Lanche Top que você procura? Veja as delícias que podemos preparar para você! ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/29b02377-72de-49b7-8278-a0e6b8702dd6/202410151147_WCM8_i.jpg']
cff4c6cf-e268-41ca-8494-ff8f1ccbfc71,Refrigerante lata,Bebidas,,"['BEBIDAS', 'REFRIGERANTES', 'OUTROS']",Refrigerante lata Bebidas BEBIDAS REFRIGERANTES OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/96f917ed-c845-489b-8768-29339f628909/202005011717_IDnT_a.jpg']
